,How many employees does your company or organization have?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of  mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If maybe, what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,Which of the following best describes your work position?,Do you work remotely?,age_range
641,4,0,3,1,2,2,0,4,1,0,0,0,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,2,2,1,2,1,0,0,3,0,1,0,0,1,107,77,0,95,0,4,4,15,1,12,0,2
642,4,0,2,1,2,2,2,3,1,0,2,0,0,0,0,1,0,1,0,1,0,4,1,3,4,2,1,4,3,1,2,3,3,1,1,1,3,1,4,1,1,2,2,2,36,77,1,25,1,0,4,7,1,45,2,1
643,2,0,0,2,2,2,0,4,1,2,0,2,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,4,3,1,2,2,2,1,1,3,4,5,3,2,2,2,2,49,77,1,36,1,4,2,6,1,162,1,1
644,5,0,4,3,3,3,0,3,1,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,3,3,1,0,0,2,1,4,1,1,2,2,0,107,13,1,68,1,0,4,20,1,108,2,2
645,2,0,0,0,3,0,0,4,0,2,1,2,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,1,2,3,2,1,1,1,3,1,4,1,1,1,0,0,107,75,0,95,1,1,2,13,1,0,1,2
646,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,1,0,4,0,3,0,1,2,1,2,1,0,3,2,2,2,0,2,0,0,0,0,4,2,0,1,2,0,107,33,1,86,1,4,4,27,1,26,2,2
647,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,3,2,4,1,4,4,4,3,4,0,2,1,3,3,1,1,1,3,3,4,1,1,1,1,1,107,77,0,95,0,1,1,33,0,126,2,2
648,3,0,0,2,3,3,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,4,1,2,4,2,1,2,4,2,1,2,0,1,1,1,3,3,2,0,1,2,2,0,107,13,1,9,1,1,2,14,2,194,1,2
649,2,0,4,2,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,0,2,4,0,2,1,2,0,3,0,1,3,3,2,0,1,1,1,1,107,77,0,95,0,1,1,39,1,0,2,2
650,4,0,2,2,2,2,2,5,1,3,1,1,2,0,0,1,0,1,0,1,0,4,1,2,3,0,1,4,4,3,1,2,2,3,1,1,3,3,4,0,2,1,1,2,47,77,1,9,1,3,2,11,1,117,1,1
651,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,3,1,4,1,2,1,2,1,0,3,2,1,0,0,1,0,1,3,0,4,1,1,1,1,1,107,77,0,95,0,1,1,27,1,47,2,2
652,5,1,0,2,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,0,1,2,2,0,1,1,1,0,1,3,0,2,2,2,2,10,77,1,9,0,1,4,26,1,95,2,2
653,0,0,2,1,2,2,1,5,1,3,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,3,1,2,2,2,0,1,3,3,2,0,1,2,2,1,107,77,1,3,1,1,1,7,0,95,2,1
654,1,0,4,3,2,3,2,0,1,2,1,1,2,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,0,2,2,0,0,1,2,1,3,0,4,0,1,2,0,2,10,77,1,9,1,3,2,3,1,62,1,1
655,4,0,0,0,2,0,1,4,1,2,1,1,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,2,0,1,5,1,1,2,0,1,107,77,0,95,0,1,4,2,1,0,2,1
656,5,0,4,0,3,3,0,4,1,2,0,2,0,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,1,3,0,1,0,1,0,1,4,0,0,0,2,0,107,2,1,3,1,3,4,14,1,0,2,2
657,3,1,0,2,3,3,2,0,0,0,1,2,3,0,0,1,0,1,0,1,0,4,1,2,0,2,1,2,4,2,1,2,3,1,0,1,0,0,4,0,2,1,1,1,107,77,0,95,0,1,1,15,1,80,2,2
658,2,0,0,2,3,0,0,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,4,4,2,3,0,3,2,3,3,3,2,1,1,0,1,3,0,1,1,1,1,107,77,0,95,0,1,1,6,0,0,2,1
659,4,0,4,0,2,2,2,6,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,2,2,2,2,0,1,4,0,4,3,0,2,2,2,83,77,1,75,1,2,2,8,1,93,2,1
660,2,0,4,0,2,2,0,1,1,2,1,1,2,1,0,1,0,1,0,1,0,4,1,3,3,2,1,2,3,1,1,2,2,2,1,1,3,3,2,2,2,2,2,2,47,77,1,95,1,0,4,6,0,0,1,1
661,3,0,4,3,3,3,2,1,0,2,2,0,0,0,0,1,0,1,0,1,0,4,1,2,1,3,2,0,0,2,2,3,3,2,0,2,2,2,4,1,1,0,0,0,107,45,1,50,1,0,0,14,1,183,2,2
662,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,2,3,2,3,0,4,1,2,1,2,1,0,4,1,1,2,2,2,1,1,3,0,5,2,2,0,2,2,3,77,1,4,1,0,2,7,0,95,0,1
663,4,0,2,0,2,2,0,4,1,0,2,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,2,1,2,0,1,1,1,3,0,1,1,1,2,1,1,107,77,0,95,0,1,1,17,0,162,0,2
664,4,0,2,2,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,3,2,2,3,3,2,1,1,0,0,4,0,0,0,0,0,107,2,0,95,1,3,3,7,1,0,1,1
665,4,0,3,0,2,2,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,0,2,0,2,1,3,4,3,1,2,2,1,1,4,0,1,0,0,0,107,60,0,95,0,1,4,15,1,206,1,2
666,2,0,4,3,2,2,2,3,1,2,0,0,2,1,0,1,0,1,0,1,0,4,1,4,0,3,1,2,4,1,2,3,2,3,1,1,4,4,5,2,2,2,2,2,48,77,1,35,1,4,2,15,1,8,2,2
667,5,1,4,3,2,3,2,1,1,2,0,1,2,0,0,1,0,1,0,1,0,4,1,3,0,0,2,0,0,1,1,2,0,1,1,1,1,2,5,1,1,0,0,2,12,77,1,10,1,3,2,6,1,8,2,1
668,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,4,2,4,4,3,0,1,3,0,2,1,0,3,2,2,3,2,2,0,1,0,0,4,3,2,2,0,0,107,2,0,95,1,3,4,14,0,144,2,2
669,2,0,2,3,2,2,1,5,1,2,0,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,3,3,1,1,2,1,1,107,77,0,95,0,1,1,8,0,95,2,1
670,2,0,0,0,2,2,0,3,1,0,1,1,0,1,0,1,0,1,0,1,0,4,1,3,1,3,2,0,3,2,2,3,3,2,0,1,0,0,4,0,2,1,0,1,107,77,0,95,1,1,1,5,0,17,1,1
671,5,1,4,0,2,0,0,3,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,4,0,2,2,0,0,2,2,3,0,2,1,1,3,3,4,1,1,2,2,1,107,77,1,9,1,3,4,28,0,58,2,2
672,2,0,4,0,2,3,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,2,0,0,1,2,0,0,0,4,0,1,1,0,1,107,77,0,95,0,1,1,18,1,222,2,2
673,5,1,0,2,2,0,0,1,1,0,0,0,2,1,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,3,3,4,2,2,0,2,2,83,77,1,68,1,0,2,16,2,20,2,2
674,1,1,4,3,2,2,2,5,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,1,2,2,1,0,1,3,3,2,0,0,0,2,2,83,77,1,68,1,2,2,11,1,249,0,1
675,5,1,4,2,3,3,2,4,1,2,1,0,3,0,0,1,0,1,0,1,0,4,1,4,0,3,2,3,3,1,2,3,3,2,0,1,3,3,4,3,2,1,1,1,107,77,0,95,0,1,1,23,1,170,1,2
676,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,2,3,2,4,2,4,1,0,0,2,1,2,0,2,1,3,2,2,1,1,3,4,4,1,1,2,2,2,16,77,1,13,1,4,2,17,0,16,2,2
677,1,0,4,2,2,3,2,6,0,2,1,2,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,1,2,0,2,1,1,0,1,4,0,0,0,0,0,107,50,0,95,0,1,1,12,1,0,0,2
678,1,0,4,0,3,2,0,4,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,2,0,2,0,1,0,1,5,3,0,0,0,0,107,2,1,61,0,1,4,9,0,8,0,1
679,2,0,4,3,3,3,2,1,1,2,2,2,0,1,0,1,0,1,0,1,0,4,1,2,1,2,1,0,4,3,1,2,3,2,0,1,4,4,4,2,0,0,2,2,10,77,1,9,1,4,2,17,0,162,2,2
680,4,0,4,3,2,2,2,3,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,4,4,4,3,4,3,2,2,3,3,1,1,1,4,0,4,1,1,2,2,2,10,77,1,9,1,4,2,17,0,162,1,2
681,2,1,0,2,2,2,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,4,1,2,4,2,1,0,0,1,2,3,3,1,0,1,0,3,0,0,0,2,0,0,107,13,1,68,1,3,2,13,1,95,2,2
682,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,3,1,3,3,3,0,1,0,1,2,1,0,4,2,1,3,0,2,0,1,3,3,4,3,2,1,1,1,107,77,0,95,0,1,1,23,1,126,0,2
683,1,0,4,2,2,2,0,4,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,4,2,2,3,0,2,0,1,0,0,0,0,0,1,0,0,107,99,0,95,0,0,4,22,0,235,1,2
684,2,1,4,3,2,3,0,4,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,2,1,2,3,3,1,0,0,1,0,3,1,1,1,1,1,107,77,0,95,0,1,1,17,1,72,2,2
685,2,0,4,3,3,3,0,1,1,2,0,1,3,0,0,1,0,1,0,1,0,4,1,4,1,2,1,0,3,1,2,3,3,2,1,1,0,1,5,1,1,2,2,2,83,77,1,68,1,1,2,4,1,0,2,1
686,5,0,4,3,3,3,2,1,0,0,0,1,3,0,0,1,0,1,0,1,0,4,1,3,4,2,2,4,3,2,1,2,2,2,0,1,0,0,4,0,1,2,2,2,47,77,1,9,1,4,2,35,0,162,1,2
687,2,1,0,0,3,3,2,1,1,2,2,0,0,1,0,1,0,1,0,1,0,4,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,107,77,0,95,0,1,1,15,0,162,1,2
688,4,0,0,2,2,2,0,6,1,2,2,2,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,3,2,3,0,1,1,1,3,0,5,1,1,1,1,1,107,77,0,95,0,1,1,17,1,3,1,2
689,0,0,4,3,2,2,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,3,2,1,0,3,2,2,0,2,2,1,1,0,0,5,3,2,2,1,1,107,77,0,95,0,1,1,8,1,95,1,1
690,1,0,4,3,2,0,0,4,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,1,2,3,2,2,0,1,3,3,5,2,2,2,2,2,110,77,1,97,1,0,0,13,1,16,0,2
691,4,0,4,3,2,2,1,5,1,3,0,1,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,2,0,1,0,2,0,107,13,1,68,1,4,4,2,1,101,1,1
692,0,0,0,2,3,3,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,2,1,3,4,0,1,2,2,0,1,4,1,1,1,1,1,107,77,0,95,0,1,1,25,1,162,0,2
693,2,0,0,0,0,0,0,1,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,0,0,2,4,2,1,2,3,3,1,1,1,0,0,3,1,1,0,2,2,56,77,0,95,0,4,4,14,1,206,0,2
694,5,0,4,2,2,0,2,5,1,2,1,1,2,1,0,1,0,1,0,1,0,4,1,0,1,2,1,3,3,2,2,2,3,2,2,1,3,3,2,2,1,2,2,2,10,77,1,9,1,4,2,19,1,244,2,2
695,5,0,4,0,3,3,0,0,1,2,0,0,2,0,0,1,0,1,0,1,0,4,1,0,1,3,2,0,0,1,2,3,2,2,0,1,3,3,4,2,2,2,0,1,107,77,0,95,0,4,4,19,1,60,2,2
696,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,1,3,3,2,4,1,3,4,2,2,4,2,1,2,3,3,1,1,1,1,1,3,1,1,0,1,1,107,77,0,95,0,1,1,19,0,16,0,2
697,0,0,0,2,2,0,1,5,1,0,1,1,2,1,0,1,0,1,0,1,0,4,1,2,4,2,2,2,3,3,1,0,2,2,0,2,3,3,1,3,2,0,1,1,107,77,0,95,1,4,1,3,0,162,0,1
698,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,2,3,5,4,3,3,1,2,3,2,1,2,4,3,1,2,2,3,0,0,3,3,4,2,2,0,2,2,38,77,1,9,1,4,2,14,0,180,2,2
699,5,1,0,2,2,2,0,5,1,0,1,2,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,3,3,2,0,0,3,3,1,3,2,2,1,1,107,77,0,95,0,1,1,8,0,95,1,1
700,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,2,0,4,0,3,0,1,4,4,2,1,4,3,1,2,3,0,1,1,1,3,3,3,0,2,2,2,2,125,77,0,95,1,3,4,36,0,126,2,2
701,4,1,2,2,2,2,0,3,1,2,2,1,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,2,3,2,1,2,2,1,1,1,3,0,4,0,0,2,2,2,10,77,1,9,1,3,4,45,1,95,2,3
702,0,1,0,0,2,2,0,5,1,0,1,1,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,3,1,1,1,2,0,0,107,43,0,95,1,1,1,6,1,14,2,1
703,2,0,3,1,2,2,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,0,2,1,0,3,2,0,1,0,0,0,3,0,0,1,1,107,77,0,95,0,1,1,3,1,99,1,1
704,2,0,2,2,2,2,0,4,0,2,2,2,2,0,0,1,0,1,0,1,0,4,1,2,3,2,1,3,0,1,1,2,0,1,0,0,1,0,3,0,0,1,1,1,107,77,0,95,0,4,2,10,1,95,2,1
705,1,0,2,2,3,3,1,4,1,2,1,2,0,1,0,1,0,1,0,1,0,4,1,4,4,4,3,2,3,2,2,3,3,2,1,0,4,4,3,2,0,1,2,1,107,77,0,95,1,4,4,14,1,72,1,2
706,4,0,2,2,2,2,0,3,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,0,2,2,2,0,1,2,1,3,3,2,1,1,0,1,1,107,77,0,95,0,1,1,8,1,99,1,1
707,4,0,0,2,2,0,0,3,1,0,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,2,3,2,2,0,0,4,4,3,0,2,0,2,0,107,41,1,44,1,0,4,25,1,95,2,2
708,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,1,0,4,2,3,2,1,2,1,2,1,0,4,2,2,3,2,2,0,0,3,0,4,0,1,0,2,2,27,77,0,95,1,3,2,19,1,126,2,2
709,4,1,0,0,2,0,0,0,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,1,0,0,1,0,1,3,3,4,1,1,1,1,1,107,77,0,95,0,1,1,13,1,216,0,2
710,3,1,4,0,3,3,1,5,1,2,0,1,2,0,0,1,0,1,0,1,0,4,1,2,3,2,2,2,3,1,1,2,2,2,1,1,3,3,2,0,1,1,1,1,107,77,0,95,0,1,1,40,0,249,1,2
711,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,3,1,3,3,1,4,1,3,4,2,1,0,0,2,1,3,2,1,2,0,0,0,4,0,1,0,1,1,107,77,0,95,0,1,1,24,1,10,2,2
712,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,2,0,4,2,3,1,0,1,2,1,0,1,1,0,0,1,1,0,0,1,3,0,5,1,1,1,2,2,83,77,1,68,1,4,2,36,0,95,0,2
713,5,0,4,3,0,0,0,1,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,4,4,3,3,0,1,3,4,4,2,2,2,1,1,5,1,1,2,2,1,107,77,1,71,1,4,4,13,1,162,0,2
714,5,1,3,1,2,3,0,5,1,2,1,1,2,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,1,2,2,1,0,0,3,3,2,0,1,0,1,0,107,77,0,95,0,1,1,22,1,95,1,2
715,0,0,2,0,2,3,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,0,3,0,5,1,1,2,2,2,62,77,1,49,1,3,4,19,0,96,0,2
716,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,2,1,2,3,3,1,1,3,0,2,1,0,3,2,1,2,2,2,1,1,3,0,2,0,0,1,2,2,123,77,1,108,1,4,2,27,1,78,2,2
717,5,1,2,2,3,3,2,3,0,2,2,0,2,0,0,1,0,1,0,1,0,4,1,0,1,2,2,0,3,2,1,2,2,1,1,0,3,1,4,3,0,2,2,1,107,77,1,9,1,3,4,24,1,205,1,2
718,1,0,4,3,2,3,2,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,3,2,2,0,4,3,1,3,2,2,1,1,1,2,3,2,1,2,2,2,10,77,1,9,1,4,2,10,0,162,0,1
719,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,3,1,3,3,3,0,1,0,1,2,1,0,2,1,2,3,0,1,2,2,0,0,4,1,1,0,0,1,107,77,0,95,0,1,1,23,1,0,0,2
720,1,0,0,0,3,0,0,6,0,2,2,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,3,0,1,1,1,1,1,107,77,0,95,0,1,1,6,0,8,1,1
721,2,0,4,3,3,2,1,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,2,1,3,2,2,1,1,3,4,0,0,1,1,2,2,90,77,1,95,0,4,2,30,1,84,1,2
722,2,0,2,2,3,2,0,0,1,3,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,3,1,2,2,1,1,1,0,0,4,0,1,2,1,2,1,77,1,4,1,4,4,17,1,162,0,2
723,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,3,1,3,3,3,0,1,2,1,2,1,0,3,1,1,2,2,2,2,0,3,0,3,3,0,1,2,1,107,77,0,95,0,1,2,11,1,126,0,1
724,2,0,0,0,2,0,0,3,1,2,0,0,2,0,0,1,0,1,0,1,0,4,1,2,3,2,1,0,0,2,2,0,0,1,0,1,1,0,4,1,1,2,1,1,107,77,0,95,0,1,1,9,1,162,2,1
725,5,1,0,2,2,2,0,3,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,4,2,1,2,2,1,0,1,3,3,3,0,2,2,2,2,10,77,1,9,1,4,2,18,1,259,2,2
726,4,0,3,3,2,2,2,3,1,2,1,1,0,1,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,3,2,2,1,1,3,3,0,3,0,2,0,2,68,77,1,54,0,3,2,4,0,202,2,1
727,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,3,3,1,4,1,0,3,2,1,0,0,1,1,0,0,1,2,0,0,0,0,1,1,2,1,1,107,77,0,95,0,1,1,18,1,45,2,2
728,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,4,0,4,0,3,2,1,0,1,0,1,0,3,2,2,3,3,2,0,0,4,0,5,0,0,1,0,2,118,77,1,105,1,2,2,23,1,138,0,2
729,5,1,4,3,3,3,2,1,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,1,2,3,3,1,1,1,0,3,3,1,1,2,2,2,104,77,1,68,1,4,2,13,1,162,1,2
730,0,0,2,1,0,0,0,3,0,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,0,2,0,3,2,2,3,0,2,0,0,0,0,3,0,2,0,1,0,107,32,0,95,0,1,1,9,1,95,0,1
731,5,1,0,0,2,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,1,2,3,0,1,0,1,0,0,0,1,1,2,2,2,1,77,1,3,1,4,4,9,1,0,1,1
732,5,0,4,3,2,0,0,4,1,2,1,1,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,3,3,4,0,1,2,2,2,3,77,1,4,1,4,2,10,1,0,1,1
733,1,0,0,0,2,0,0,0,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,0,2,1,2,3,1,1,2,2,2,1,1,3,3,5,3,2,1,0,0,107,16,1,4,0,4,2,16,1,205,0,2
734,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,4,3,4,0,3,1,1,4,0,2,1,0,3,2,1,3,3,2,2,1,4,4,4,1,1,2,2,2,83,77,1,68,1,4,2,12,0,0,2,2
735,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,2,1,2,0,3,0,1,2,1,2,1,4,3,2,1,0,3,2,0,1,3,3,4,3,2,2,2,2,83,77,1,68,1,4,2,27,0,126,1,2
736,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,1,0,4,2,2,4,1,0,1,2,2,0,0,1,2,2,3,1,0,0,0,0,4,3,0,0,2,0,107,10,1,4,1,3,4,0,1,38,2,0
737,3,0,3,0,3,3,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,0,1,2,3,0,1,0,0,1,1,4,1,1,0,0,0,107,42,0,95,0,1,1,16,1,168,0,2
738,5,1,4,0,2,3,2,4,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,3,0,1,0,0,1,1,5,3,1,0,0,1,107,77,0,95,0,3,0,12,1,0,2,2
739,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,3,3,2,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,3,1,1,1,1,1,107,77,0,95,0,1,1,12,1,72,2,2
740,5,0,4,3,3,3,2,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,3,2,1,0,0,3,1,2,2,3,2,2,3,3,4,3,0,1,1,1,107,77,0,95,0,1,1,18,1,95,0,2
741,4,0,0,0,3,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,3,2,1,0,0,0,1,5,1,1,2,2,2,83,77,1,68,1,0,2,15,0,249,2,2
742,2,0,4,3,2,2,0,6,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,4,0,2,1,0,3,2,1,3,2,2,0,0,1,0,5,1,1,2,2,1,107,77,1,68,1,0,4,20,0,181,2,2
743,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,3,2,4,1,3,0,2,1,0,3,1,2,3,3,1,0,0,3,3,5,1,1,2,1,1,107,77,0,95,1,1,4,10,0,120,0,1
744,1,0,4,3,2,2,0,3,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,1,1,2,3,2,2,1,3,3,4,3,2,2,2,2,10,77,1,9,1,3,2,10,0,0,0,1
745,5,0,4,0,2,3,2,6,0,2,2,2,2,0,0,1,0,1,0,1,0,4,1,4,0,3,3,4,2,1,2,3,3,1,2,0,0,0,4,1,1,2,2,1,107,77,0,95,1,0,4,43,1,0,2,2
746,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,2,0,2,3,3,1,1,3,0,3,2,3,3,2,2,3,3,2,0,1,0,0,4,0,0,1,0,2,25,77,1,9,1,3,2,26,1,23,1,2
747,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,1,0,3,3,3,1,1,2,1,2,1,0,3,2,3,4,2,1,0,0,1,1,3,1,1,0,0,0,107,27,0,95,0,4,4,16,1,97,0,2
748,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,2,3,4,0,3,1,0,1,2,1,0,1,1,0,0,1,1,0,0,1,3,3,3,2,1,2,2,0,107,56,1,104,1,2,4,13,1,11,0,2
749,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,3,3,2,4,1,0,1,2,1,0,4,2,1,2,2,2,2,1,3,3,2,3,2,0,0,1,107,77,0,95,0,1,1,25,1,126,0,2
